2;0;3126.00;9.87;2012.00;0.00;0.20
3;0;3070.00;9.75;2090.00;0.00;0.24
4;0;2890.00;9.50;2126.00;0.00;0.64
5;0;2640.00;9.50;1955.00;0.00;0.72
6;0;3261.00;9.95;2061.00;0.00;0.20
7;0;2988.00;10.05;2109.00;0.00;0.24
8;0;3019.00;9.72;1995.00;0.00;0.16
9;0;1796.00;9.50;634.00;0.00;1.40
10;0;2734.00;11.07;2062.00;0.00;0.24
11;0;2802.00;10.82;2136.00;0.00;0.24
12;0;3193.00;9.97;1997.00;0.00;0.24
13;0;1182.00;9.50;705.00;0.00;1.28
14;0;2701.00;9.85;2029.00;0.00;0.24
15;0;2998.00;10.47;2170.00;0.00;0.24
16;0;4829.00;9.50;1905.00;0.00;0.80
17;0;2804.00;9.80;1909.00;0.00;0.16
18;0;3072.00;9.60;2082.00;0.00;0.20
19;0;3540.00;9.50;1176.00;0.00;1.00
20;0;2856.00;9.50;1624.00;0.00;0.56
21;0;2683.00;9.50;2094.00;0.00;0.32
22;0;2885.00;9.50;2232.00;0.00;0.28
23;0;3189.00;9.95;2022.00;0.00;0.20
24;0;4775.00;9.50;1050.00;0.00;0.84
25;0;4885.00;9.50;1659.00;0.00;0.56
26;0;3088.00;9.92;2080.00;0.00;0.28
27;0;2690.00;11.67;2050.00;0.00;0.28
28;0;4357.00;9.50;1028.00;0.00;0.84
29;0;3809.00;9.50;1163.00;0.00;0.68
30;0;2931.00;9.75;2142.00;0.00;0.20
31;0;3293.00;9.97;2027.00;0.00;0.24
32;0;2881.00;9.60;2061.00;0.00;0.20
33;0;4039.00;9.50;917.00;0.00;0.92
34;0;3599.00;9.50;1285.00;0.00;0.96
35;0;2791.00;9.70;2035.00;0.00;0.24
36;0;3018.00;9.87;2132.00;0.00;0.36
37;0;2966.00;9.60;2073.00;0.00;0.16
38;0;2776.00;9.62;2177.00;0.00;0.24
39;0;3066.00;9.95;2014.00;0.00;0.16
40;0;3027.00;9.72;2075.00;0.00;0.20
41;0;2043.00;9.50;508.00;0.00;0.76
42;0;2225.00;9.50;747.00;0.00;1.12
43;0;2200.00;9.50;1407.00;0.00;0.96
44;0;2837.00;9.60;2222.00;0.00;0.32
45;0;3261.00;10.07;2032.00;0.00;0.20
46;0;2770.00;10.42;2096.00;0.00;0.20
47;0;2138.00;9.50;1851.00;0.00;0.76
48;0;1341.00;9.50;2078.00;0.00;0.96
49;0;2788.00;10.37;2058.00;0.00;0.24
50;0;925.00;9.50;464.00;0.00;1.48
51;0;7.00;9.50;883.00;0.00;0.36
52;0;2971.00;9.65;2061.00;0.00;0.16
53;0;2641.00;9.60;2018.00;0.00;0.16
54;0;4.00;9.50;1569.00;0.00;0.20
55;0;266.00;9.50;1786.00;0.00;0.92
56;0;308.00;9.50;1173.00;0.00;0.92
