language,filename,relative_path,key_count
english,DRS_focus_l_english.yml,english/DRS_focus_l_english.yml,0
english,DRS_ideas_l_english.yml,english/DRS_ideas_l_english.yml,0
english,CHN_strike_events_l_english.yml,english/bakasekai/CHN_strike_events_l_english.yml,7
english,Harvest_System_l_english.yml,english/bakasekai/Harvest_System_l_english.yml,0
english,LON_focus_l_english.yml,english/bakasekai/LON_focus_l_english.yml,28
english,_bsm_fallen_empire_l_english.yml,english/bakasekai/_bsm_fallen_empire_l_english.yml,0
english,additional_decisions_l_english.yml,english/bakasekai/additional_decisions_l_english.yml,583
english,additional_traits_l_english.yml,english/bakasekai/additional_traits_l_english.yml,44
english,anomalies_l_english.yml,english/bakasekai/anomalies_l_english.yml,0
english,baka_traits_l_english.yml,english/bakasekai/baka_traits_l_english.yml,11
english,bsm_OE_l_english.yml,english/bakasekai/bsm_OE_l_english.yml,0
english,bsm_system_l_english.yml,english/bakasekai/bsm_system_l_english.yml,1
english,btl_l_english.yml,english/bakasekai/btl_l_english.yml,1
english,characters_l_english.yml,english/bakasekai/characters_l_english.yml,0
english,chi_l_english.yml,english/bakasekai/chi_l_english.yml,0
english,commonwealth_l_english.yml,english/bakasekai/commonwealth_l_english.yml,0
english,drs_focus_l_english.yml,english/bakasekai/drs_focus_l_english.yml,0
english,drs_ideas_l_english.yml,english/bakasekai/drs_ideas_l_english.yml,0
english,emu_empire_l_english.yml,english/bakasekai/emu_empire_l_english.yml,0
english,herunia_idea_l_english.yml,english/bakasekai/external/herunia_idea_l_english.yml,0
english,herunia_l_english.yml,english/bakasekai/external/herunia_l_english.yml,0
english,herunia_nf_l_english.yml,english/bakasekai/external/herunia_nf_l_english.yml,0
english,focustree_moddnig-team-tree_l_english.yml,english/bakasekai/focustree_moddnig-team-tree_l_english.yml,0
english,focustree_nazo_kari_l_english.yml,english/bakasekai/focustree_nazo_kari_l_english.yml,0
english,generic2_focus_l_english.yml,english/bakasekai/generic2_focus_l_english.yml,0
english,generic_focus_l_english.yml,english/bakasekai/generic_focus_l_english.yml,138
english,goc_l_english.yml,english/bakasekai/goc_l_english.yml,0
english,hrh_l_english.yml,english/bakasekai/hrh_l_english.yml,0
english,ice_l_english.yml,english/bakasekai/ice_l_english.yml,0
english,ita_l_english.yml,english/bakasekai/ita_l_english.yml,0
english,jpn_l_english.yml,english/bakasekai/jpn_l_english.yml,0
english,kor_l_english.yml,english/bakasekai/kor_l_english.yml,1
english,lon_I_english.yml,english/bakasekai/lon_I_english.yml,131
english,lon_I_l_english.yml,english/bakasekai/lon_I_l_english.yml,131
english,lve_l_english.yml,english/bakasekai/lve_l_english.yml,2
english,mac_l_english.yml,english/bakasekai/mac_l_english.yml,0
english,management_system_l_english.yml,english/bakasekai/management_system_l_english.yml,0
english,mco_l_english.yml,english/bakasekai/mco_l_english.yml,0
english,mon_l_english.yml,english/bakasekai/mon_l_english.yml,0
english,mys_l_english.yml,english/bakasekai/mys_l_english.yml,1
english,nka_l_english.yml,english/bakasekai/nka_l_english.yml,0
english,nmr_l_english.yml,english/bakasekai/nmr_l_english.yml,0
english,nmx_l_english.yml,english/bakasekai/nmx_l_english.yml,0
english,nor_l_english.yml,english/bakasekai/nor_l_english.yml,0
english,pol_l_english.yml,english/bakasekai/pol_l_english.yml,0
english,pos_l_english.yml,english/bakasekai/pos_l_english.yml,0
english,red_l_english.yml,english/bakasekai/red_l_english.yml,0
english,rus_l_english.yml,english/bakasekai/rus_l_english.yml,4
english,sbr_l_english.yml,english/bakasekai/sbr_l_english.yml,2
english,swi_l_english.yml,english/bakasekai/swi_l_english.yml,0
english,swk_l_english.yml,english/bakasekai/swk_l_english.yml,0
english,sys_evnt_l_english.yml,english/bakasekai/sys_evnt_l_english.yml,0
english,sys_tac_l_english.yml,english/bakasekai/sys_tac_l_english.yml,0
english,wargoals_l_english.yml,english/bakasekai/wargoals_l_english.yml,0
english,bsm_countries_autonomy_l_english.yml,english/map/bsm_countries_autonomy_l_english.yml,0
english,bsm_countries_cosmetic_l_english.yml,english/map/bsm_countries_cosmetic_l_english.yml,0
english,bsm_countries_l_english.yml,english/map/bsm_countries_l_english.yml,0
english,bsm_countries_long_l_english.yml,english/map/bsm_countries_long_l_english.yml,0
english,nsi_complete_l_english.yml,english/nsi_complete_l_english.yml,0
english,nsi_focus_l_english.yml,english/nsi_focus_l_english.yml,0
english,00_game_rules_l_english.yml,english/replace/00_game_rules_l_english.yml,8
english,BSM_core_l_english.yml,english/replace/BSM_core_l_english.yml,49
english,BKK_SJK_Long_l_english.yml,english/replace/bakasekai/BKK_SJK_Long_l_english.yml,190
english,BSM_VP_l_english.yml,english/replace/bakasekai/BSM_VP_l_english.yml,24
english,BSM_adjacency_rules_l_english.yml,english/replace/bakasekai/BSM_adjacency_rules_l_english.yml,102
english,BSM_ideas_l_english.yml,english/replace/bakasekai/BSM_ideas_l_english.yml,43
english,BSM_state_l_english.yml,english/replace/bakasekai/BSM_state_l_english.yml,150
english,BSM_strategic_region_l_english.yml,english/replace/bakasekai/BSM_strategic_region_l_english.yml,0
