Workshop ID,MOD名,ファイル名,傀儡国名,レベル,Subject,Can Be Subject
1137372539,BlackICE Historical Immersion Mod,colony.txt,autonomy_colony,0,,
1137372539,BlackICE Historical Immersion Mod,dominion.txt,autonomy_dominion,0,,
1137372539,BlackICE Historical Immersion Mod,integrated_puppet.txt,autonomy_integrated_puppet,0,,
1137372539,BlackICE Historical Immersion Mod,lar_collaboration_government.txt,autonomy_collaboration_government,0,,
1137372539,BlackICE Historical Immersion Mod,major_warlord.txt,autonomy_major_warlord,0,,
1137372539,BlackICE Historical Immersion Mod,minor_warlord.txt,autonomy_minor_warlord,0,,
1137372539,BlackICE Historical Immersion Mod,puppet.txt,autonomy_puppet,0,,
1137372539,BlackICE Historical Immersion Mod,reichskommissariat.txt,autonomy_reichskommissariat,0,,
1137372539,BlackICE Historical Immersion Mod,reichsprotectorate.txt,autonomy_reichsprotectorate,0,,
1137372539,BlackICE Historical Immersion Mod,satellite.txt,autonomy_satellite,0,,
1137372539,BlackICE Historical Immersion Mod,supervised_state.txt,autonomy_supervised_state,0,no,
1137372539,BlackICE Historical Immersion Mod,warlord.txt,autonomy_warlord,0,,
1137372539,BlackICE Historical Immersion Mod,wtt_imperial_associate.txt,autonomy_wtt_imperial_associate,0,,
1137372539,BlackICE Historical Immersion Mod,wtt_imperial_protectorate.txt,autonomy_wtt_imperial_protectorate,0,,
1137372539,BlackICE Historical Immersion Mod,wtt_imperial_subject.txt,autonomy_wtt_imperial_subject,0,,
1532883122,EndsiegDEV,colony.txt,autonomy_colony,0,,
1532883122,EndsiegDEV,dominion.txt,autonomy_dominion,0,,
1532883122,EndsiegDEV,integrated_puppet.txt,autonomy_integrated_puppet,0,,
1532883122,EndsiegDEV,lar_collaboration_government.txt,autonomy_collaboration_government,0,,
1532883122,EndsiegDEV,nsb_personal_union.txt,autonomy_personal_union,0,no,
1532883122,EndsiegDEV,puppet.txt,autonomy_puppet,0,,
1532883122,EndsiegDEV,reichskommissariat.txt,autonomy_reichskommissariat,0,,
1532883122,EndsiegDEV,reichsprotectorate.txt,autonomy_reichsprotectorate,0,,
1532883122,EndsiegDEV,satellite.txt,autonomy_satellite,0,,
1532883122,EndsiegDEV,supervised_state.txt,autonomy_supervised_state,0,no,
1532883122,EndsiegDEV,wtt_imperial_associate.txt,autonomy_wtt_imperial_associate,0,,
1532883122,EndsiegDEV,wtt_imperial_protectorate.txt,autonomy_wtt_imperial_protectorate,0,,
1532883122,EndsiegDEV,wtt_imperial_subject.txt,autonomy_wtt_imperial_subject,0,,
2114093692,OUTDATED: End of a New Beginning,_RCE_autonomy_states.txt,autonomy_afr_colonial_company,0,,
2114093692,OUTDATED: End of a New Beginning,_eoanb_autonomy_states.txt,autonomy_confederation_member,0,no,
2114093692,OUTDATED: End of a New Beginning,colony.txt,autonomy_colony,0,,
2114093692,OUTDATED: End of a New Beginning,dominion.txt,autonomy_dominion,0,,
2114093692,OUTDATED: End of a New Beginning,integrated_puppet.txt,autonomy_integrated_puppet,0,,
2114093692,OUTDATED: End of a New Beginning,puppet.txt,autonomy_puppet,0,,
2114093692,OUTDATED: End of a New Beginning,supervised_state.txt,autonomy_supervised_state,0,no,
2149567872,World Ablaze (9.4),aat_defense_council_member.txt,autonomy_aat_defense_council_member,0,,
2149567872,World Ablaze (9.4),autonomy_provincial_government.txt,autonomy_rcm_provincial_government,0,,
2149567872,World Ablaze (9.4),colony.txt,autonomy_colony,0,,
2149567872,World Ablaze (9.4),dominion.txt,autonomy_dominion,0,,
2149567872,World Ablaze (9.4),integrated_puppet.txt,autonomy_integrated_puppet,0,,
2149567872,World Ablaze (9.4),lar_collaboration_government.txt,autonomy_collaboration_government,0,,
2149567872,World Ablaze (9.4),puppet.txt,autonomy_puppet,0,,
2149567872,World Ablaze (9.4),reichskommissariat.txt,autonomy_reichskommissariat,0,,
2149567872,World Ablaze (9.4),reichsprotectorate.txt,autonomy_reichsprotectorate,0,,
2149567872,World Ablaze (9.4),satellite.txt,autonomy_satellite,0,,
2149567872,World Ablaze (9.4),supervised_state.txt,autonomy_supervised_state,0,no,
2149567872,World Ablaze (9.4),wtt_imperial_associate.txt,autonomy_wtt_imperial_associate,0,,
2149567872,World Ablaze (9.4),wtt_imperial_protectorate.txt,autonomy_wtt_imperial_protectorate,0,,
2149567872,World Ablaze (9.4),wtt_imperial_subject.txt,autonomy_wtt_imperial_subject,0,,
2438003901,The New Order: Last Days of Europe,antarctic_territory.txt,autonomy_antarctic_territory,0,,
2438003901,The New Order: Last Days of Europe,autonomous_reichskommissariat.txt,autonomy_autonomous_reichskommissariat,0,,
2438003901,The New Order: Last Days of Europe,china_warlordregime.txt,autonomy_china_warlord_regime,0,,
2438003901,The New Order: Last Days of Europe,client_state.txt,autonomy_client_state,0,,
2438003901,The New Order: Last Days of Europe,collaborator_puppet_state.txt,autonomy_collaborator_puppet_state,0,,
2438003901,The New Order: Last Days of Europe,colony.txt,autonomy_colony,0,,
2438003901,The New Order: Last Days of Europe,dominion.txt,autonomy_dominion,0,,
2438003901,The New Order: Last Days of Europe,iberian_governate.txt,autonomy_ibrgovernate,0,,
